EC_number,Substrate,UniProt_ID,Protein_file,Organism_name,Km_value (mM),pH,Temperature,Site_type,Substrate_SMILES,Mol_file,pKm_value
1.1.1.209,5alpha-Androstan-17alpha-ol-3-one,Q91WR5,2HEJ.pdb,Mus musculus,0.0004,-----,-----,Substrate+Cofactor,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,mol_106.sdf,-3.397940009
1.1.1.209,5alpha-Androstan-17alpha-ol-3-one,Q91WR5,2HEJ.pdb,Mus musculus,0.0004,7,25°C,Substrate+Cofactor,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,mol_106.sdf,-3.397940009
1.1.1.209,Epitestosterone,Q91WR5,2HEJ.pdb,Mus musculus,0.0006,-----,-----,Substrate+Cofactor,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,mol_62.sdf,-3.22184875
1.1.1.209,Epitestosterone,Q91WR5,2HEJ.pdb,Mus musculus,0.0006,7,25°C,Substrate+Cofactor,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,mol_62.sdf,-3.22184875
1.1.1.209,5alpha-Androstan-3alpha-ol-17-one,Q91WR5,2HEJ.pdb,Mus musculus,0.0006,-----,-----,Substrate+Cofactor,CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O,mol_111.sdf,-3.22184875
1.1.1.209,5alpha-Androstan-3alpha-ol-17-one,Q91WR5,2HEJ.pdb,Mus musculus,0.0006,7,25°C,Substrate+Cofactor,CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O,mol_111.sdf,-3.22184875
1.1.1.209,"5beta-pregnane-3alpha,20alpha-diol",Q91WR5,2HEJ.pdb,Mus musculus,0.0006,7,25°C,Substrate+Cofactor,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O,mol_108.sdf,-3.22184875
1.1.1.21,3-Nitrobenzaldehyde,A0A0M4HL56,5ZCM.pdb,Debaryomyces nepalensis,1.7,7,45°C,Substrate+Cofactor,[N+](=O)([O-])C=1C=C(C=O)C=CC1,mol_113.sdf,0.230448921
1.1.1.21,isophthalaldehyde,A0A0M4HL56,5ZCM.pdb,Debaryomyces nepalensis,2,7,45°C,Substrate+Cofactor,C(C1=CC(C=O)=CC=C1)=O,mol_2167.sdf,0.301029996
1.1.1.21,benzaldehyde,A0A0M4HL56,5ZCM.pdb,Debaryomyces nepalensis,3.3,7,45°C,Substrate+Cofactor,C(C1=CC=CC=C1)=O,mol_30.sdf,0.51851394
1.1.1.21,DL-glyceraldehyde,O60218,4XZM.pdb,Homo sapiens,6,7,25°C,Substrate+Cofactor,C(C(C=O)O)O,mol_509.sdf,0.77815125
1.1.1.21,"2,3-Hexanedione",O60218,4XZM.pdb,Homo sapiens,0.051,7.4,25°C,Substrate+Cofactor,CC(C(CCC)=O)=O,mol_76.sdf,-1.292429824
1.1.1.21,benzaldehyde,O60218,4XZM.pdb,Homo sapiens,0.0097,7.4,25°C,Substrate+Cofactor,C(C1=CC=CC=C1)=O,mol_30.sdf,-2.013228266
1.1.1.21,1-hexanal,O60218,4XZM.pdb,Homo sapiens,0.112,7.4,25°C,Substrate+Cofactor,C(CCCCC)=O,mol_141.sdf,-0.950781977
1.1.1.21,glycolaldehyde,O60218,4XZM.pdb,Homo sapiens,21,7.4,25°C,Substrate+Cofactor,C(CO)=O,mol_138.sdf,1.322219295
1.1.1.21,3-deoxyglucosone,O60218,4XZM.pdb,Homo sapiens,0.129,7.4,25°C,Substrate+Cofactor,C(C(C(CO)O)O)C(=O)C=O,mol_129.sdf,-0.88941029
1.1.1.213,5alpha-dihydrotestosterone,P52895,4XO6.pdb,Homo sapiens,0.0057,7.5,-----,Substrate+Cofactor,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,mol_106.sdf,-2.244125144
1.1.1.22,NAD+,A1RUM9,3VTF.pdb,Pyrobaculum islandicum,0.16,10.5,50°C,Substrate_only,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.795880017
1.1.1.22,NAD+,O60701,2Q3E.pdb,Homo sapiens,0.7,8.7,25°C,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.15490196
1.1.1.22,UDP-alpha-D-glucose,O60701,2Q3E.pdb,Homo sapiens,0.016,7.5,25°C,Substrate+Cofactor,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O,mol_144.sdf,-1.795880017
1.1.1.22,NAD+,O60701,2Q3E.pdb,Homo sapiens,0.355,7.4,22°C,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.449771647
1.1.1.22,NAD+,O60701,2Q3E.pdb,Homo sapiens,0.646,7.4,37°C,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.189767482
1.1.1.22,UDP-alpha-D-glucose,Q0P8H3,7KWS.pdb,Campylobacter jejuni subsp. jejuni,0.19,8.7,25°C,Substrate+Cofactor,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O,mol_144.sdf,-0.721246399
1.1.1.22,NAD+,Q19905,6OM8.pdb,Caenorhabditis elegans,0.2,8.7,22°C,Substrate_only,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.698970004
1.1.1.22,UDP-glucose,Q19905,6OM8.pdb,Caenorhabditis elegans,0.2,8.7,22°C,Substrate_only,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O,mol_144.sdf,-0.698970004
1.1.1.22,NAD+,Q19905,6OM8.pdb,Caenorhabditis elegans,0.333,7.5,25°C,Substrate_only,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.477555766
1.1.1.22,NAD+,C9E261,2Y0E.pdb,Burkholderia cepacia,0.53,8.7,30°C,Substrate_only,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.27572413
1.1.1.22,NAD+,O60701,2Q3E.pdb,Homo sapiens,0.133,8.7,22°C,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.876148359
1.1.1.22,UDP-alpha-D-glucose,Q19905,6OM8.pdb,Caenorhabditis elegans,0.055,7.5,25°C,Substrate_only,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O,mol_144.sdf,-1.259637311
1.1.1.23,L-histidinol,Q8G2R2,4G09.pdb,Brucella suis,0.012,-----,-----,Substrate_only,N[C@@H](CC1=CNC=N1)CO,mol_2168.sdf,-1.920818754
1.1.1.236,NADPH,P50163,2AE2.pdb,Datura stramonium,0.0171,7.5,15°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,mol_34.sdf,-1.76700389
1.1.1.236,tropinone,P50163,2AE2.pdb,Datura stramonium,0.0949,7.5,15°C,Substrate+Cofactor,CN1C2CCC1CC(=O)C2,mol_103.sdf,-1.022733788
1.1.1.24,NAD+,Q9X5C9,3JYP.pdb,Corynebacterium glutamicum,0.87,7.5,30°C,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.060480747
1.1.1.24,NAD+,Q9X5C9,3JYP.pdb,Corynebacterium glutamicum,0.28,9.0-9.5,30°C,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.552841969
1.1.1.24,L-quinate,Q9X5C9,3JYP.pdb,Corynebacterium glutamicum,2.4,9.0-9.5,30°C,Substrate+Cofactor,C1C(C(C(CC1(C(=O)O)O)O)O)O,mol_145.sdf,0.380211242
1.1.1.24,L-quinate,Q9X5C9,3JYP.pdb,Corynebacterium glutamicum,1.6,7.5,30°C,Substrate+Cofactor,C1C(C(C(CC1(C(=O)O)O)O)O)O,mol_145.sdf,0.204119983
1.1.1.24,NAD+,Q9X5C9,3JYP.pdb,Corynebacterium glutamicum,0.46,10.0-10.5,30°C,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.337242168
1.1.1.24,shikimate,Q9X5C9,3JYP.pdb,Corynebacterium glutamicum,10.2,7.5,30°C,Substrate+Cofactor,C1C(C(C(C=C1C(=O)O)O)O)O,mol_146.sdf,1.008600172
1.1.1.24,shikimate,Q9X5C9,3JYP.pdb,Corynebacterium glutamicum,53.9,10.0-10.5,30°C,Substrate+Cofactor,C1C(C(C(C=C1C(=O)O)O)O)O,mol_146.sdf,1.731588765
1.1.1.25,shikimate,O67049,2HK9.pdb,Aquifex aeolicus,0.042449971,9,25°C,Substrate+Cofactor,C1C(C(C(C=C1C(=O)O)O)O)O,mol_146.sdf,-1.372122607
1.1.1.25,NADP+,P07547,1DQS.pdb,Aspergillus nidulans,0.0135,7,25°C,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,mol_38.sdf,-1.869666232
1.1.1.25,shikimate,P07547,1DQS.pdb,Aspergillus nidulans,0.311,7,25°C,Substrate+Cofactor,C1C(C(C(C=C1C(=O)O)O)O)O,mol_146.sdf,-0.507239611
1.1.1.25,shikimate,P15770,1NYT.pdb,Escherichia coli,0.13,9,22°C,Substrate+Cofactor,C1C(C(C(C=C1C(=O)O)O)O)O,mol_146.sdf,-0.886056648
1.1.1.25,shikimate,Q88IJ7,3DOO.pdb,Pseudomonas putida,0.178,8.8,25°C,Apo site,C1C(C(C(C=C1C(=O)O)O)O)O,mol_146.sdf,-0.749579998
1.1.1.25,shikimate,Q9SQT8,2O7S.pdb,Arabidopsis thaliana,0.604,-----,-----,Substrate+Cofactor,C1C(C(C(C=C1C(=O)O)O)O)O,mol_146.sdf,-0.218963061
1.1.1.25,NADP+,O67049,2HK9.pdb,Aquifex aeolicus,0.0424,9,25°C,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,mol_38.sdf,-1.372634143
1.1.1.25,NADP+,Q5HNV1,3DOO.pdb,Staphylococcus epidermidis RP62A,0.1,-----,-----,Substrate_only,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,mol_38.sdf,-1
1.1.1.25,shikimate,Q5HNV1,3DOO.pdb,Staphylococcus epidermidis RP62A,0.073,-----,-----,Substrate_only,C1C(C(C(C=C1C(=O)O)O)O)O,mol_146.sdf,-1.13667714
1.1.1.25,NADP+,Q9SQT8,2O7S.pdb,Arabidopsis thaliana,0.131,8.8,22°C,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,mol_38.sdf,-0.882728704
1.1.1.25,shikimate,Q9SQT8,2O7S.pdb,Arabidopsis thaliana,0.685,8.8,22°C,Substrate+Cofactor,C1C(C(C(C=C1C(=O)O)O)O)O,mol_146.sdf,-0.164309429
1.1.1.267,1-deoxy-D-xylulose 5-phosphate,P9WNS1,4A03.pdb,Mycobacterium tuberculosis,0.137,7.5,25°C,Substrate+Cofactor,P(=O)(O)(O)OC[C@H]([C@@H](C(C)=O)O)O,mol_147.sdf,-0.863279433
1.1.1.267,1-deoxy-D-xylulose 5-phosphate,Q8ZH62,5DUL.pdb,Yersinia pestis,0.222,7.8,37°C,Cofactor_only,P(=O)(O)(O)OC[C@H]([C@@H](C(C)=O)O)O,mol_147.sdf,-0.653647026
1.1.1.267,NADPH,Q8ZH62,5DUL.pdb,Yersinia pestis,0.0127,7.8,37°C,Cofactor_only,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,mol_34.sdf,-1.896196279
1.1.1.267,1-deoxy-D-xylulose 5-phosphate,Q9WZZ1,3A06.pdb,Thermotoga maritima,0.04,7.5,50°C,Substrate+Cofactor,P(=O)(O)(O)OC[C@H]([C@@H](C(C)=O)O)O,mol_147.sdf,-1.397940009
1.1.1.268,2-(2-hydroxyethylthio)ethanesulfonate,Q56840,2CFC.pdb,Xanthobacter autotrophicus,0.96,7.5,30°C,Substrate+Cofactor,OCCSCCS(=O)(=O)[O-],mol_148.sdf,-0.017728767
1.1.1.268,(R)-2-butanol,Q56840,2CFC.pdb,Xanthobacter autotrophicus,220,7.5,30°C,Substrate+Cofactor,C[C@H](CC)O,mol_4.sdf,2.342422681
1.1.1.268,(S)-2-butanol,Q56840,2CFC.pdb,Xanthobacter autotrophicus,350,7.5,30°C,Substrate+Cofactor,C[C@@H](CC)O,mol_15.sdf,2.544068044
1.1.1.268,2-oxopropyl-CoM,Q56840,2CFC.pdb,Xanthobacter autotrophicus,0.068,7.5,30°C,Substrate+Cofactor,CC(=O)CSCCS(=O)(=O)O,mol_2172.sdf,-1.167491087
1.1.1.268,(2R)-2-octanol,Q56840,2CFC.pdb,Xanthobacter autotrophicus,1.08,-----,-----,Substrate+Cofactor,C[C@H](CCCCCC)O,mol_2173.sdf,0.033423755
1.1.1.268,(2R)-2-heptanol,Q56840,2CFC.pdb,Xanthobacter autotrophicus,2.64,-----,-----,Substrate+Cofactor,C[C@H](CCCCC)O,mol_2174.sdf,0.421603927
1.1.1.268,2-(R)-hydroxypropyl-CoM,Q56840,2CFC.pdb,Xanthobacter autotrophicus,0.124,7.4,30°C,Substrate+Cofactor,CC(CSCCS(=O)(=O)O)O,mol_2169.sdf,-0.906578315
1.1.1.268,(2S)-2-butanol,Q56840,2CFC.pdb,Xanthobacter autotrophicus,315,-----,-----,Substrate+Cofactor,C[C@@H](CC)O,mol_15.sdf,2.498310554
1.1.1.268,(2R)-2-butanol,Q56840,2CFC.pdb,Xanthobacter autotrophicus,326,-----,-----,Substrate+Cofactor,C[C@H](CC)O,mol_4.sdf,2.5132176
1.1.1.27,(S)-lactate,P00336,6CEP.pdb,Sus scrofa,0.0026,8.5,25°C,Substrate+Cofactor,C([C@@H](O)C)(=O)[O-],mol_150.sdf,-2.585026652
1.1.1.27,NADH,P00336,6CEP.pdb,Sus scrofa,0.0137,8.5,25°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,mol_17.sdf,-1.863279433
1.1.1.27,pyruvate,P00336,6CEP.pdb,Sus scrofa,0.0468,8.5,25°C,Substrate+Cofactor,C(C(=O)C)(=O)[O-],mol_149.sdf,-1.329754147
1.1.1.27,NADH,P00339,9LDT.pdb,Sus scrofa,0.0156,8.5,25°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,mol_17.sdf,-1.806875402
1.1.1.27,(S)-lactate,P00339,9LDT.pdb,Sus scrofa,0.0142,8.5,25°C,Substrate+Cofactor,C([C@@H](O)C)(=O)[O-],mol_150.sdf,-1.847711656
1.1.1.27,pyruvate,P00344,1LDN.pdb,Geobacillus stearothermophilus,0.06,6,25°C,Substrate+Cofactor,C(C(=O)C)(=O)[O-],mol_149.sdf,-1.22184875
1.1.1.27,NAD+,P00344,1LDN.pdb,Geobacillus stearothermophilus,0.105,8,25°C,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.978810701
1.1.1.27,NAD+,P07864,7EPM.pdb,Homo sapiens,0.703562364,8,-----,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.152697401
1.1.1.27,pyruvate,Q5SJA1,2V7P.pdb,Thermus thermophilus,0.16,7,0°C,Substrate+Cofactor,C(C(=O)C)(=O)[O-],mol_149.sdf,-0.795880017
1.1.1.27,pyruvate,P00339,9LDT.pdb,Sus scrofa,0.13,8.5,25°C,Substrate+Cofactor,C(C(=O)C)(=O)[O-],mol_149.sdf,-0.886056648
1.1.1.27,pyruvate,P13491,3H3F.pdb,Oryctolagus cuniculus,0.13,7,25°C,Substrate+Cofactor,C(C(=O)C)(=O)[O-],mol_149.sdf,-0.886056648
1.1.1.272,NADH,Q2VEQ7,5MH6.pdb,Haloferax mediterranei,0.5,8.5,40°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,mol_17.sdf,-0.301029996
1.1.1.272,NADPH,Q2VEQ7,5MH6.pdb,Haloferax mediterranei,0.042543945,8.5,40°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,mol_34.sdf,-1.371162238
1.1.1.272,2-oxoisoleucine,Q2VEQ7,5MH6.pdb,Haloferax mediterranei,11.9,8.5,40°C,Substrate+Cofactor,CCC(C)C(=O)C(=O)O,mol_2175.sdf,1.075546961
1.1.1.272,2-oxoisocaproate,Q2VEQ7,5MH6.pdb,Haloferax mediterranei,13.9,8.5,40°C,Substrate+Cofactor,O=C(C(=O)[O-])CC(C)C,mol_157.sdf,1.1430148
1.1.1.272,2-oxobutyrate,Q2VEQ7,5MH6.pdb,Haloferax mediterranei,106,8.5,40°C,Substrate+Cofactor,O=C(C(=O)[O-])CC,mol_158.sdf,2.025305865
1.1.1.272,pyruvate,Q2VEQ7,5MH6.pdb,Haloferax mediterranei,21.96,5,40°C,Substrate+Cofactor,C(C(=O)C)(=O)[O-],mol_149.sdf,1.341632336
1.1.1.28,pyruvate,A0A0M3KL04,4XKJ.pdb,Sporolactobacillus inulinus,3.4,-----,-----,Cofactor_only,C(C(=O)C)(=O)[O-],mol_149.sdf,0.531478917
1.1.1.28,phenylpyruvate,A0A0M3KL04,4XKJ.pdb,Sporolactobacillus inulinus,3.32,-----,-----,Cofactor_only,C1(=CC=CC=C1)CC(C(=O)[O-])=O,mol_153.sdf,0.521138084
1.1.1.28,2-oxobutyrate,Q8RG11,5Z21.pdb,Fusobacterium nucleatum subsp. nucleatum,0.31,7,30°C,Substrate+Cofactor,O=C(C(=O)[O-])CC,mol_158.sdf,-0.508638306
1.1.1.28,pyruvate,Q8RG11,5Z21.pdb,Fusobacterium nucleatum subsp. nucleatum,1.7,8,30°C,Substrate+Cofactor,C(C(=O)C)(=O)[O-],mol_149.sdf,0.230448921
1.1.1.28,NADH,Q8RG11,5Z21.pdb,Fusobacterium nucleatum subsp. nucleatum,0.022,7,30°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,mol_17.sdf,-1.657577319
1.1.1.28,NADH,Q8RG11,5Z21.pdb,Fusobacterium nucleatum subsp. nucleatum,0.031497354,8,30°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,mol_17.sdf,-1.501725925
1.1.1.28,oxaloacetate,Q8RG11,5Z21.pdb,Fusobacterium nucleatum subsp. nucleatum,2.5,7,30°C,Substrate+Cofactor,C(=O)(C(=O)O)CC(=O)[O-],mol_161.sdf,0.397940009
1.1.1.28,pyruvate,Q8RG11,5Z21.pdb,Fusobacterium nucleatum subsp. nucleatum,0.34,7,30°C,Substrate+Cofactor,C(C(=O)C)(=O)[O-],mol_149.sdf,-0.468521083
1.1.1.28,phenylpyruvate,Q8RG11,5Z21.pdb,Fusobacterium nucleatum subsp. nucleatum,11,7,30°C,Substrate+Cofactor,C1(=CC=CC=C1)CC(C(=O)[O-])=O,mol_153.sdf,1.041392685
1.1.1.28,2-oxoisovalerate,Q8RG11,5Z21.pdb,Fusobacterium nucleatum subsp. nucleatum,3.5,7,30°C,Substrate+Cofactor,O=C(C(=O)[O-])C(C)C,mol_154.sdf,0.544068044
1.1.1.28,2-oxocaproate,Q8RG11,5Z21.pdb,Fusobacterium nucleatum subsp. nucleatum,2.6,7,30°C,Substrate+Cofactor,O=C(C(=O)[O-])CCCC,mol_155.sdf,0.414973348
1.1.1.28,2-oxoisocaproate,Q8RG11,5Z21.pdb,Fusobacterium nucleatum subsp. nucleatum,3.8,7,30°C,Substrate+Cofactor,O=C(C(=O)[O-])CC(C)C,mol_157.sdf,0.579783597
1.1.1.284,S-nitrosoglutathione,P11766,3QJ5.pdb,Homo sapiens,0.0113,-----,-----,Substrate+Cofactor,N(=O)SC[C@H](NC(CC[C@H](N)C(=O)O)=O)C(=O)NCC(=O)O,mol_78.sdf,-1.946921557
1.1.1.286,NAD+,Q5JFV8,5HN3.pdb,Thermococcus kodakarensis,0.1,8,60°C,Substrate_only,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-1
1.1.1.286,3-isopropylmalate,Q5JFV8,5HN3.pdb,Thermococcus kodakarensis,0.31,8,60°C,Substrate_only,C(C)(C)C(C(C(=O)[O-])O)C(=O)[O-],mol_163.sdf,-0.508638306
1.1.1.286,isocitrate,Q5JFV8,5HN3.pdb,Thermococcus kodakarensis,0.014,8,60°C,Substrate_only,C(C(O)C(C(=O)[O-])CC(=O)[O-])(=O)[O-],mol_164.sdf,-1.853871964
1.1.1.286,homoisocitrate,Q5JFV8,5HN3.pdb,Thermococcus kodakarensis,0.0073,8,60°C,Substrate_only,C(CC(=O)O)C(C(C(=O)O)O)C(=O)O,mol_162.sdf,-2.13667714
1.1.1.286,homoisocitrate,Q72IW9,4YB4.pdb,Thermus thermophilus,0.21,8,60°C,Substrate+Cofactor,C(CC(=O)O)C(C(C(=O)O)O)C(=O)O,mol_162.sdf,-0.677780705
1.1.1.286,isocitrate,Q72IW9,4YB4.pdb,Thermus thermophilus,0.34270979,8,60°C,Substrate+Cofactor,C(C(O)C(C(=O)[O-])CC(=O)[O-])(=O)[O-],mol_164.sdf,-0.465073489
1.1.1.3,NAD+,F9VNG5,7F4C.pdb,Sulfurisphaera tokodaii,0.319843712,8,30°C,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.495062183
1.1.1.3,L-homoserine,F9VNG5,7F4C.pdb,Sulfurisphaera tokodaii,0.21,8,30°C,Substrate+Cofactor,N[C@@H](CCO)C(=O)O,mol_2176.sdf,-0.677780705
1.1.1.3,NADP+,F9VNG5,7F4C.pdb,Sulfurisphaera tokodaii,1.2,8,30°C,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,mol_38.sdf,0.079181246
1.1.1.3,NAD+,O58802,4XB2.pdb,Pyrococcus horikoshii,0.32,9,50°C,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.494850022
1.1.1.3,L-homoserine,O58802,4XB2.pdb,Pyrococcus horikoshii,6.1,9,50°C,Substrate+Cofactor,N[C@@H](CCO)C(=O)O,mol_2176.sdf,0.785329835
1.1.1.3,NADP+,Q5SL04,6A0T.pdb,Thermus thermophilus,0.11,10,50°C,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,mol_38.sdf,-0.958607315
1.1.1.3,L-homoserine,Q5SL04,6A0T.pdb,Thermus thermophilus,0.2,10,50°C,Substrate+Cofactor,N[C@@H](CCO)C(=O)O,mol_2176.sdf,-0.698970004
1.1.1.3,NAD+,Q5SL04,6A0T.pdb,Thermus thermophilus,0.74,9.5,50°C,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.13076828
1.1.1.30,acetoacetate,D0VWQ0,5B4T.pdb,Alcaligenes faecalis,0.17,6.5,30°C,Substrate+Cofactor,C(CC(=O)C)(=O)[O-],mol_165.sdf,-0.769551079
1.1.1.30,NAD+,Q5KST5,2ZTL.pdb,Pseudomonas fragi,0.174395191,-----,-----,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.758465495
